A1,A2a,A2a1,A3_1,A3_2,A3_3,A3_4,A3_5,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B4,B4a,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B10,B102,B103,B104,B105,B11,B111,B112_1,B112_2,B112_3,B112_4,B112_5,B112_6,B112_7,B112_8,B112_9,B112_10,B112_11,B112_12,B112_13,B112_14,B112_15,C1,C1a,C1b,C1c,C1d,C2,C2a,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C5,C61,C61a,C62,C62a,C63,C63a,C64,C64a,C7,C8,C8a,E1,E2,E2Y,E2M,E3,E4,E5,E7,E8a,E8b,code,YY,CC,CITY,ENERGY_CODE,TY,WI
2,,,1,,,,,,1,,,,1,,,,2,,2,3,1,,6,20,,,,1,,,,,,,,1,,4,,2,,2,,2,,2,2,,,4,,2,1,1,1,,,,,,,,,,,,,,1,30,,3000,200,2,,3,1,,,,,,1,2,1000,1,,1,,1,,2,2,,1,6,,,3,4,2,8,8,19,820037,2005,1598,8,1,2,144
2,1,2,,1,,,,,,,1,,1,,,,2,,2,6,2,,5,,,,,1,,,,,,,,3,,5,,3,,3,,2,,2,2,,2,1,,2,,1,1,,,,1,,,,,,,,,,2,30,1,3000,200,2,,2,1,1,1,,,,5,2,,1,,1,,1,,3,5,,1,9,,,4,11,2,8,8,3,820050,2004,1998,8,1,2,144
1,,,1,,,,,,,1,,1,1,,1,,2,,1,,7,,3,,,,,1,1,1,,1,1,1,,5,,2,,2,,6,,6,,6,1,1,,,,2,1,,,,,,,,,,,,,,,1,1,64,,3000,200,6,,2,1,1,1,,,,4,1,,1,,1,,2,400,2,14,,1,5,,,4,3,1,8,8,19,820074,2017,1798,8,1,2,144
1,1,2,1,,,,,,1,,,,,,,,2,,2,3,1,,1,,,,,,,1,1,1,1,1,1,5,,8,,3,,3,,3,,4,2,,2,3,,1,,,,,,,,,,,,,,,,,1,58,,3000,200,4,,2,1,1,,,,,1,1,,1,,1,,1,,3,5,,1,6,,,3,12,1,8,8,,820077,2014,1987,8,1,2,144
1,1,2,1,,,,,1,1,1,1,1,1,,1,,2,,1,,2,,2,,,,1,1,1,1,1,1,1,,,5,,3,,2,,2,,1,,3,1,,,,,2,1,1,1,,,,,,,,,,,,,,1,80,,3000,200,6,,6,1,1,1,,,,7,1,,1,,1,,2,3500,3,8,,1,7,,,4,10,1,8,8,19,820081,2017,2362,8,1,2,144
1,1,1,1,1,,,,,1,,,,1,,,,2,,2,2,3,,2,,,,,,,,1,1,1,,,3,,3,,1,,3,,3,,4,2,,1,4,2,2,1,,,,,,,,,,,,,,,1,1,73,,3000,200,3,,2,1,,,,,,2,1,,1,,1,,1,,2,5,,1,8,,,3,13,1,8,8,19,820082,2018,1798,8,1,2,144
2,,,1,,,,,,,1,,,1,,,,2,,2,2,1,,6,,,,,1,1,1,,,,,,2,,6,,2,,2,,2,,3,2,,2,4,3,2,1,1,1,,,,,,,,,,,,,,1,60,,3000,200,3,,4,1,,,,,,1,1,,1,,1,,1,,2,2,,1,9,,,1,6,1,8,8,19,820087,2018,1798,8,1,2,144
1,,,1,,1,,,1,1,1,,1,1,,1,,2,,2,4,7,,1,,,,1,1,1,,1,1,,1,1,6,,5,,1,,7,,5,,4,1,3,,,,2,,,,,,,,,,,,,,,,,1,,,3000,200,9,,5,1,1,1,1,,,5,1,,1,,1,,1,,2,9,,1,5,,,3,3,1,8,8,19,820089,2014,1987,8,1,2,144
1,1,1,1,,,,,1,,1,,1,1,,,,2,,1,,2,,5,,,,,1,1,1,1,1,1,1,,5,,9,,4,,6,,8,,3,1,1,,,,2,1,,,,,,,,1,,,,,,,,2,50,3,3000,200,4,,4,1,1,,,,,3,1,,1,,1,,2,3400,3,10,,1,7,,,3,12,3,8,8,19,830001,2005,1998,8,1,3,33
1,,,1,,,,,,1,1,,,,,,,2,,1,,2,,4,,,,1,1,,,,,1,,,4,,2,,4,,3,,2,,3,2,,1,,2,2,,1,,1,,,,,,,,,,,,,2,70,3,3000,200,4,,4,1,,1,1,,,6,1,,1,,1,,1,,2,7,,1,8,,,2,6,3,8,8,19,830004,2010,1987,8,1,3,33
1,1,1,1,1,,,,,1,1,,1,1,,,,2,,1,,3,,2,,,,1,1,1,,1,1,,,,5,,3,,5,,3,,2,,2,1,,,,,2,,1,,,,,1,,,,,,,,,,2,66,2,3000,200,7,,6,1,1,,,,,1,1,,1,,1,,2,3000,3,6,,1,8,,,3,10,3,8,8,19,830010,2016,1798,8,1,3,33
1,1,1,1,,,,,1,,1,,1,1,,,,2,,1,,5,,3,,,,,1,1,,1,1,1,1,,6,,3,,,,4,,3,,3,1,1,,,,2,,,,,,,,,,,,,,,,,2,50,3,3000,200,6,,6,1,1,,,,,4,1,,1,,2,,2,600,5,11,,1,7,,,3,4,1,8,8,,830012,2016,1987,8,1,3,33
1,1,1,1,,,,,,1,,,1,,,,,2,,1,,4,,4,,,,,1,1,1,1,1,1,,,4,,6,,5,,5,,6,,3,1,1,,,,2,1,1,,1,,,,,,,,,,,,,2,85,3,3000,200,4,,6,1,,,,,,1,1,,1,,2,,1,,2,9,,1,8,,,3,11,1,8,8,19,830013,2009,1998,8,1,3,33
1,1,1,1,,,,,1,,1,,1,1,,,,2,,1,,2,,3,,1,,,1,,,,1,1,1,1,6,,7,,4,,4,,4,,3,1,1,,,,2,1,,,,,,,,,,,,,,,1,2,74,3,3000,200,4,,5,1,1,1,,,,6,1,,1,,1,,2,2000,3,8,,1,6,,,3,10,5,8,19,8,830017,2012,1997,8,1,3,33
1,1,2,1,,,,,,,1,,1,1,,,,2,,1,,7,,2,,,,1,,,,,,,,,4,,4,,3,,4,,5,,2,1,1,,,,2,1,1,,1,,,,,,,,,,,,,1,78,,3000,200,4,,3,1,1,,,,,1,1,,1,,1,,1,,3,6,,1,8,,,4,5,1,8,19,8,830020,2012,1987,8,1,3,33
1,1,,1,,,,,,,1,,1,,,,,2,,1,,4,,6,,,,1,1,1,1,1,1,,,,5,,8,,5,,3,,4,,4,1,1,,,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,4,,3,1,1,,,,,3,1,,1,,1,,2,3500,4,10,,1,10,43,6,4,9,4,8,8,,830023,2013,1798,8,1,3,33
1,1,,1,,,,,1,1,1,,1,,,,,2,,1,,4,,3,,,,,1,1,1,1,1,1,,,6,,2,,2,,5,,4,,3,1,1,,,,2,1,1,1,,,,,,,,,,,,,,2,70,1,3000,200,6,,3,1,1,,,,,2,1,,1,,1,,1,,2,8,,1,8,,,3,7,1,8,8,,830025,2014,1798,8,1,3,33
1,1,,1,,,,,,1,1,,1,,,,,2,,1,,7,,4,,,,1,1,1,,1,1,1,1,,5,,9,,6,,7,,7,,3,1,1,,,,2,1,1,,,1,,,,,,,,,,,,2,80,2,3000,200,6,,5,1,1,,,,,2,1,,1,,1,,2,5833,3,13,,1,7,,,3,5,4,8,8,19,830028,2014,1987,8,1,3,33
1,1,1,1,,1,,,,1,1,,1,,,,,2,,1,,3,,4,,,,,,,1,1,1,1,1,1,5,,8,,,,,,,,,1,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,50,,3000,200,,,,,,,,,,,1,,1,,1,,1,,1,10,,1,10,42,4,1,7,1,19,8,19,830030,2014,1987,8,1,3,33
1,1,1,1,,,,,,,,,1,,,,,2,,1,,6,,3,,,,1,1,1,1,1,1,1,,,5,,5,,5,,5,,4,,3,1,1,,,,2,1,1,1,1,,,,,,,,,,,,,2,82,3,3000,200,5,,3,1,,1,,,,2,1,,1,,1,,2,,1,11,,1,6,,,5,6,1,8,8,19,830031,2013,1987,8,1,3,33
1,1,2,1,,,,,1,1,1,,1,1,,1,,2,,1,,2,,3,,,,1,1,1,1,1,1,1,,,5,,6,,5,,5,,4,,4,1,1,,,,2,1,1,1,,,,,,,,,1,,,,,1,85,,3000,200,4,,6,1,1,1,1,,,7,1,,1,,1,,2,5000,2,13,,1,8,,,4,4,3,8,19,8,830032,2016,1987,8,1,3,33
1,,,1,,,,,,1,1,,1,1,,,,2,,1,,4,,4,,,,1,1,1,1,1,1,,1,,6,,8,,3,,3,,3,,3,1,1,,,,2,1,,,,,,,,,,,,,,,1,2,80,3,3000,200,4,,4,1,1,1,1,,,7,1,,2,600,1,,2,3200,2,11,,1,5,,,5,3,1,8,8,19,830033,2016,1987,8,1,3,33
1,1,1,1,1,,,,,1,,,1,1,,,,2,,2,2,2,,2,,,1,1,1,1,1,1,1,,,,5,,7,,3,,4,,6,,3,1,1,,,,2,2,1,,,,,,,,,,,,,,,2,,3,3000,200,5,,5,1,1,1,,,,6,1,,1,,2,300,2,6000,3,8,,1,5,,,3,5,1,8,19,8,830036,2014,1987,8,1,3,33
1,,,1,1,,,,,,,,,,,,,,,1,,4,,2,,,,,1,1,1,1,1,1,,,4,,4,,1,,4,,4,,5,2,,2,4,2,1,,,,,,,,,,,,,,,,,1,60,,3000,200,4,,4,1,1,,,,,1,1,,2,,1,,1,,2,13,,1,6,,,4,3,1,8,8,,830037,2017,1798,8,1,3,33
1,1,,1,1,1,,,,,1,,1,1,,,,2,,1,,2,,3,,1,,,1,1,1,1,1,1,1,1,7,14,8,,3,,3,,3,,4,1,3,,,,2,1,,,,,,,,,,,,,,,1,2,77,3,3000,200,5,,3,1,,,,,,1,1,,1,,1,,1,,2,7,,1,3,,,4,3,1,8,8,19,830041,2017,1497,8,1,3,33
1,1,,1,,,,,,1,,,1,1,,,,2,,1,,2,,2,,,,,1,1,,,1,1,1,1,6,,9,,3,,2,,2,,2,1,1,,,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,2,,1,1,,,,,,1,1,,1,,1,,2,1350,2,9,,1,6,,,2,3,1,8,8,19,830042,2017,1987,8,1,3,33
1,1,1,1,,,,,,,1,,1,,,,,2,,1,,8,270,3,,,,1,1,1,1,1,1,1,1,,6,,8,,8,,6,,11,,6,1,1,,,,2,1,,,,,,,,,,,,,,,1,2,50,3,3000,200,6,,3,1,1,,,,,3,1,,1,,1,,2,1200,2,15,,1,6,,,4,5,3,8,19,8,830045,2019,1798,8,6,3,33
1,1,1,1,,,,,1,1,,,1,,,,,2,,1,,7,,4,,,,,1,1,1,,1,,,,4,,6,,7,,6,,6,,7,1,1,,,,2,2,1,,,,,,,,,,,,,,,2,81.8,3,3000,200,4,,4,1,1,1,,1,,7,1,,1,,2,1000,2,3800,2,12,,1,6,,,3,1,4,8,8,19,830046,2019,1798,8,8,3,33
1,,,1,,,,,,1,1,,1,1,,1,,2,,1,,5,,5,,,,,1,1,1,1,1,1,1,,6,,2,,5,,6,,6,,8,1,1,,,,2,1,,,,,,,,,,,,,,,1,2,80,4,3000,200,2,,2,1,1,1,,,1,7,1,,2,500,1,,2,3000,2,13,,1,4,,,5,1,3,8,19,8,830047,2019,1798,8,8,3,33
1,1,2,1,,,,,,,,,1,,,,,2,,2,3,3,,3,,,,,1,1,1,1,,,,,4,,6,,2,,3,,3,,3,1,1,,,,2,1,1,,,,,,,,,,,,,,,2,,3,3000,200,5,,3,1,1,1,,,,6,1,,1,,1,,2,3000,2,12,,1,6,,,3,4,1,8,8,9,830048,2016,1991,8,1,3,33
1,,,1,,,,,,,,,1,,,1,,2,,1,,5,,4,,,,,1,,,1,1,,,,5,,5,,2,,4,,3,,4,1,1,,,,1,,,,,,,,,,,,,,,,,2,109,3,3000,200,6,,3,1,,1,1,,,6,1,,1,,1,,2,7000,2,11,,1,7,,,3,2,1,8,8,19,845169,2019,2359,8,1,1,156
1,,,1,,,,,,,,,1,1,,1,,2,,1,,3,,3,,,,1,1,1,1,1,1,1,1,,6,,3,,2,,4,,4,,3,1,,,,,2,1,1,1,,,,,,,1,,,,,,,1,125,,3000,200,7,,5,1,,,,,,1,1,,1,,1,,2,5000,3,8,,1,8,,,3,12,3,8,8,19,845180,2019,1798,8,8,1,156
2,1,2,1,,,,,,,,,1,,,1,,2,,2,2,3,,4,,,1,1,1,,,1,1,,,,3,,3,,1,,3,,2,,6,1,1,,,,1,,,,,,,,,,,,,,,,,1,110,,3000,200,2,,6,1,1,1,1,,,7,2,1000,1,,1,,2,,3,13,,1,6,,,5,2,1,8,8,19,850001,2015,1995,8,2,2,156
1,,,1,,1,,,,1,,,1,,,,,2,,1,,2,,2,,,,,,,1,1,1,1,1,1,6,,7,,4,,2,,3,,3,1,3,,,,2,,1,,,1,,,,,,,,,,,,2,116.9,2,3000,200,6,,4,1,1,1,,,,6,1,,1,,1,,2,3000,2,5,,1,7,,,3,11,3,8,8,19,875196,2019,2198,8,1,1,51
1,1,1,1,,,,,,1,,,1,,,,,2,,1,,2,,2,,,,,1,,,,1,,,,3,,2,,1,,3,,3,,5,1,,,,,2,1,1,,,,,,,,,,,,,,1,2,75,3,3000,200,4,,3,1,,1,,,,7,1,,1,,1,,2,2700,2,10,,1,9,,,2,13,1,9,9,,910001,2016,1798,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,2,2,2,,1,,,,,1,1,1,1,,,,,5,,5,,2,,1,,2,,2,2,,1,2,2,2,1,,,1,,,,,,,,1,,,,,1,,,3000,200,1,,4,1,,,,,,1,1,,1,,1,,1,,2,4,,1,9,,,4,11,4,9,9,,910002,2004,1998,9,5,1,16
1,,,1,1,,,,,,1,,,,,,,,,1,,1,,3,,,,,1,1,,,,1,1,,4,,3,,1,,2,,2,,4,2,,2,1,,2,1,1,1,1,,,,,,,,,,,,,1,50,,3000,200,1,,2,1,,,,,,1,1,,1,,1,,1,,2,4,,1,10,44,1,3,13,1,9,9,,910003,2012,1497,9,1,1,16
1,1,1,1,,1,,,,,1,,1,1,,,,2,,1,,7,,2,,,,1,1,1,1,1,1,1,,,3,,5,,3,,4,,4,,3,1,,,,,2,2,,,,,,,,,,,,,,,,1,85,,3000,200,6,,6,1,,1,,,,5,1,,1,,1,,2,3000,2,12,,1,9,,,3,8,1,9,8,,910004,2015,1998,9,1,1,16
1,,,1,,,,,,,,,1,1,,,,2,,1,,6,,5,,,,,1,1,1,1,1,,,,4,,4,,4,,4,,4,,4,1,,,,,2,1,1,,,,,,,,,,,,,,,2,80,3,3000,200,4,,6,1,1,1,1,,,5,1,,1,,1,,2,1000,2,8,,1,9,,,2,8,1,9,9,,910005,2012,1987,9,1,1,16
1,,,1,1,1,,,,,1,,1,1,,,,2,,2,6,5,,3,,,,,1,,,1,,,1,,4,,6,,3,,2,,3,,5,1,,,,,2,,1,,,,,,,,,,,,,,,2,147,3,3000,200,5,,2,1,1,,,,,5,1,,1,,1,,1,,2,5,,1,9,,,2,8,1,9,9,,910006,2012,1987,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,1,,2,,1,,,,1,,,1,,,1,,,6,,3,,,,3,,3,,4,2,,2,4,2,1,,,,,,,,,,,,,,,,,1,60,,3000,200,4,,6,1,,1,,,,7,1,,1,,1,,1,,1,6,,1,10,40,3,2,11,1,9,9,,910008,2011,1798,9,1,1,16
1,,,1,,,,,,,,,,,,,1,2,,1,,3,,4,,,,,1,1,,1,1,,,,4,,3,,2,,3,,4,,4,2,,2,4,2,2,1,1,,,,,,,,,,,,,,,1,69.9,,3000,200,4,,2,1,1,1,1,,,5,1,,1,,1,,1,,2,5,,1,8,,,2,10,1,9,9,,910014,2013,1798,9,1,1,16
2,,,1,1,,,,1,1,,,,1,,,,2,,1,,2,,3,,,,1,,,,,1,,1,,3,,3,,2,,2,,1,,7,2,,1,6,2,2,1,1,,,,,,,,,,,,,,,2,68,3,3000,200,3,,2,1,,,,,,3,1,,1,,1,,1,,2,5,,1,10,41,12,3,13,1,9,9,4,910015,2013,1798,9,1,1,16
1,1,1,1,1,,,,,,1,,1,,,1,,2,,1,,3,,4,,1,1,1,1,1,1,1,1,1,1,,5,,2,,2,,3,,2,,3,1,1,,,,2,1,1,1,,,,,,,,,,,,,1,2,69.4,3,3000,200,4,,5,1,1,1,1,,1,7,1,,1,,1,,2,2700,2,6,,1,7,,,3,12,3,9,9,,910016,2013,1798,9,1,1,16
1,,,1,1,,,,1,1,1,,1,1,,1,,2,,2,4,5,,3,,,,,,,1,1,1,1,1,1,4,,5,,3,,4,,2,,2,1,,,,,2,1,,,,,,,,,,,,,,,1,2,60,3,3000,200,6,,3,1,1,1,,,,7,1,,1,,1,,2,4500,2,9,,1,8,,,3,13,1,9,19,9,910018,2013,1797,9,1,1,16
1,,,1,,1,,,,1,,,,,,,,2,,1,,2,,4,,,,,1,,,1,,,,,3,,3,,1,,3,,3,,4,2,,,3,2,2,1,,,,,,,,,,,,,,,,1,65,,3000,200,2,,2,1,,,,,,2,1,,1,,1,,1,,5,7,,1,4,,,2,10,1,9,9,,910019,2013,1798,9,1,1,16
1,,,1,,,,,,,,1,,,,,,2,,,,3,,2,,,,1,,,1,,,,,,1,,2,,2,,4,,3,,,2,,,,3,2,1,1,,,,,,,,,,,,,,,,,,3000,200,,,1,1,1,1,1,,,6,1,,1,,1,,1,,1,7,,1,9,,,2,13,1,9,8,9,910023,2013,1987,9,1,1,16
1,,,1,,,,,1,1,1,,,1,,,,2,,1,,1,,1,,,1,1,1,1,1,1,1,1,,,5,,4,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,50,,3000,200,,,,,,,,,,,1,,1,,1,,1,,3,2,,,8,,,2,8,4,9,19,8,910024,2014,1497,9,1,1,16
1,,,1,,,,,,,1,,,,,,,2,,1,,4,,3,,,,,1,1,1,1,,,,,3,,4,,4,,2,,4,,3,2,,2,4,,2,1,1,,,,,,,,,,,,,,,1,84,,3000,200,3,,3,1,1,,,,,5,1,,1,,1,,1,,3,7,,1,9,,,3,12,1,9,9,,910026,2014,1998,9,1,1,16
1,,,1,,,,,1,1,,,1,1,,1,,2,,1,,2,,3,,,,,1,1,1,1,1,,,,5,,8,,4,,3,,3,,3,1,1,,,,1,,,,,,,,,,,,,,,,,2,80,3,3000,200,6,,4,1,1,1,,,,5,1,,1,,1,,2,2700,5,8,,1,9,,,3,11,1,9,9,,910027,2013,1987,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,2,5,4,,3,,,,,1,,,,,1,,,4,,7,,3,,3,,4,,4,2,,1,2,,2,1,,1,1,,,,,,,,,,,,,1,,,3000,200,9,,3,1,,,,,,2,1,,1,,1,,1,,3,9,,2,7,,,3,7,1,9,9,8,910028,2012,1798,9,1,1,16
1,1,1,1,,,,,,1,,,1,1,,,,2,,2,4,1,,2,,,,1,1,1,1,1,1,,,,5,,4,,1,,3,,2,,4,1,1,,,,1,,,,,,,,,,,,,,,,,2,82,3,3000,200,3,,2,1,,1,,,,3,1,,1,,2,,1,,2,5,,1,7,,,3,10,1,9,9,8,910029,2013,1987,9,1,1,16
1,1,1,1,,,,,,1,,,,1,,,,2,,1,,2,,1,,,,,1,1,1,1,1,,,,5,,3,,2,,3,,3,,4,2,,2,1,2,2,1,1,,,,,1,,,,,,,,,,2,50,2,3000,200,1,,2,1,,1,,,,3,1,,1,,1,,1,,2,3,,1,10,40,12,3,13,1,9,9,,910030,2014,1798,9,1,1,16
1,,,1,,,,,,1,1,,,,,,,2,,1,,5,,3,,,,1,1,1,1,1,,,,,3,,3,,1,,4,,3,,4,2,,2,4,2,2,2,1,,,,,,,,,,,,,,,1,78,,3000,200,4,,2,1,1,1,,,,5,1,,1,,1,,1,,2,5,,1,9,,,3,13,3,9,9,,910033,2014,1987,9,1,1,16
1,,,1,,,,,,1,1,,,1,,,,2,,1,,3,,2,,,,,1,1,1,1,,,,,5,,6,,4,,3,,3,,4,2,,2,3,,2,1,1,1,,,,,,,,,,,,,,1,75,,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,2,7,,1,10,41,2,1,13,1,9,8,9,910035,2014,1987,9,1,1,16
1,,,1,1,,,,,1,,,,1,,,,2,,2,5,2,,5,,,1,,1,1,1,1,1,,,,5,,3,,,,2,,,,3,2,,,,,2,1,1,,,,,,,,,,,,,,,1,,,3000,200,3,,4,1,,,,,,1,1,,1,,1,,1,,1,7,,1,10,40,6,1,13,1,9,9,8,910036,2003,1584,9,1,1,16
1,,,1,1,,,,,,1,,,1,,,,2,,1,,2,,2,,,,,1,1,,,,1,1,1,5,,8,,5,,2,,2,,3,2,,2,6,2,1,,,,,,,,,,,,,,,,,2,60,3,3000,200,2,,6,1,,,,,,2,1,,1,,1,,1,,2,5,,1,9,,,2,8,1,9,9,,910037,2015,1598,9,1,1,16
1,,,1,,,,,,1,,,1,1,,,,2,,1,,4,,1,,,,1,,,,,,,1,,7,,9,,2,,2,,2,,7,1,1,,,,2,1,1,,,,,,,,,,,,,,,1,100,,3000,200,3,,3,1,1,1,,,,6,1,,1,,1,,1,,2,5,,1,9,,,3,12,4,9,9,,910038,2014,2494,9,6,1,16
1,1,1,,,,,,,,1,,1,,,,,2,,1,,3,,1,,,,1,,,,1,,1,,,5,,3,,2,,3,,2,,3,1,,,,,2,,1,,,,,,,,,,,,,,,2,50,3,3000,200,5,,6,,,,,,,,1,,1,,1,,2,3000,4,7,,1,10,41,12,1,13,4,9,9,,910039,2015,1987,9,1,1,16
1,,,1,,,,,,,1,,,,,,,2,,1,,1,,5,,,,,1,1,,1,,,,,3,,5,,2,,2,,2,,4,2,,2,1,,2,1,1,1,,,1,1,,,,,,,,,,2,65,2,3000,200,1,,2,1,1,1,,,,5,1,,1,,1,,1,,2,4,,1,8,,,3,12,4,9,9,,910041,2015,1798,9,1,1,16
1,,,1,,,,,,,1,,1,1,,,,2,,1,,4,,2,,,,1,1,1,1,1,,,,,4,,6,,4,,3,,3,,5,1,,,,,2,1,1,,,,,,,,,,,,,,,1,65,,3000,200,3,,3,1,1,,,,,2,1,,1,,1,,2,500,2,9,,1,9,,,3,12,3,9,9,8,910043,2015,1798,9,1,1,16
1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,2,,3,,,1,3,,,,2,2,1,1,,,,1,,,,,,,,,,2,75,3,3000,200,3,,3,1,1,,,,,3,1,,1,,1,,2,1200,3,5,,1,9,,,3,12,3,9,9,4,910047,2013,1797,9,1,1,16
1,1,1,1,,,,,,,1,,,,,,,2,,2,2,2,,4,,,,1,,,,,,,,,4,,4,,1,,3,,2,,4,2,,1,2,2,2,1,1,,,,,,,,,,,,,,,1,,,3000,200,2,,4,1,,,,,,1,1,,1,,1,,1,,2,5,,1,9,,,2,12,1,9,9,,910048,2013,1598,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,1,,1,,1,,,,,,,1,,,,1,,4,,4,,2,,2,,2,,3,2,,2,4,2,2,1,,,,,,,,,,,,,,,1,2,66,2,3000,200,3,,3,1,,,,,1,2,1,,1,,1,,1,,1,3,,1,10,43,6,1,7,1,9,8,9,910050,2015,1798,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,1,,3,,2,,,,,1,1,,1,1,,,,1,,5,,6,,3,,,,2,2,,2,3,,2,1,1,1,,,,1,,,,,,,,,,2,50,3,3000,200,2,,6,1,1,1,,,,6,1,,1,,1,,1,,3,5,,1,9,,,2,13,1,9,9,,910051,2014,1987,9,1,1,16
1,,,1,1,,,,,1,,,,,,,,2,,1,,5,,2,,,,,1,1,1,1,1,1,,,5,,8,,6,,3,,3,,3,2,,2,6,3,2,1,1,,,,,,,,,,,,,,,1,84,,3000,200,2,,6,1,1,1,,,,7,1,,1,,1,,1,,3,5,,1,8,,,2,11,3,9,9,,910052,2014,1987,9,1,1,16
1,1,1,1,,,,,,,,,1,,,,,2,,1,,1,,2,,,,1,,,,,,,,,4,,4,,1,,3,,2,,3,1,,,,,1,,,,,,,,,,,,,,,,,2,64,3,3000,200,2,,6,1,,,,,,1,1,,1,,1,,1,,4,5,,1,9,,,3,4,1,9,9,,910054,2015,1798,9,1,1,16
1,,,1,,,,,,,1,,,1,,,,2,,1,,2,,3,,,,,,1,1,,,,,,3,,5,,3,,3,,3,,5,2,,2,1,2,2,1,,,,,,,,,,,,,,,,1,70.9,,3000,200,3,,1,1,,,,,,1,1,,1,,1,,1,,2,5,,1,7,,,3,7,1,9,8,,910057,2014,1798,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,1,,2,,1,,,,1,,,,,,,,,5,,6,,3,,2,,2,,,2,,2,,,2,1,1,,,,,,,,,,,,,,,1,50,,3000,200,2,,,1,,,,,,,1,,1,,1,,1,,3,,,1,9,,,1,7,4,9,9,,910059,2016,1987,9,1,1,16
1,1,1,1,1,,,,,,1,,1,,,,,2,,1,,3,,1,,,,,,,1,,,,,,4,,3,,5,,2,,1,,4,1,,,,,2,1,1,1,,,,,,,,,,,,,,2,50,,3000,200,2,,3,1,,1,,,,6,1,,1,,2,,1,,2,6,,1,9,,,3,3,4,9,9,,910061,2016,1987,9,1,1,16
1,,,1,,,,,,,,1,,,,,,2,,2,5,2,,3,,,,,,,,,,,,,4,,5,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,3000,200,,,,,,,,,,,1,,1,,1,,1,,1,3,,1,10,41,4,1,13,1,9,9,,910062,2003,1998,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,1,,2,,4,,,,,1,1,1,1,1,1,1,,6,,3,,3,,3,,3,,4,2,,1,4,2,1,,,,,,,,,,,,,,,,,2,78,3,3000,200,2,,2,1,,1,1,,,5,1,,1,,1,,1,,1,5,,1,7,,,3,12,1,9,9,,910063,2016,1987,9,1,1,16
1,,,1,,,,,,,,,1,,,,,2,,1,,2,,2,,,,1,1,1,1,1,1,,,,5,,3,,1,,2,,3,,4,1,1,,,,2,1,1,,,,,,,,,,,,,,,1,65,,3000,200,4,,1,1,1,,,,,2,1,,1,,2,,1,,2,5,,1,8,,,3,13,1,9,9,,910064,2016,1798,9,1,1,16
1,,,1,,,,,,,,,1,,,,,2,,1,,7,,4,,,,,,,,,,1,,,5,,8,,7,,7,,7,,4,1,1,,,,2,1,,,,,,,,,,,,,1,,,2,78.3,3,3000,200,7,,3,1,1,1,,,,7,1,,1,,1,,2,4200,2,13,,,7,,,3,4,1,9,19,8,910065,2016,1987,9,1,1,16
2,,,1,1,,,,,,1,,,,,,,2,,2,6,1,,5,,,,,1,1,1,1,1,,,,4,,3,,3,,2,,2,,2,2,,2,2,2,2,1,1,1,1,,,,,,,,1,,,,,1,12,,3000,200,2,,2,1,,,,,,1,1,,1,,1,,1,,2,5,,1,7,,,3,9,3,9,9,19,910069,2005,1798,9,1,1,16
1,,,1,,,,,,1,,,1,,,,,2,,1,,2,,5,,,,1,1,1,1,1,1,,,,5,,6,,4,,4,,3,,5,1,,,,,2,1,,,,,,,,,,,,,,,,2,64,3,3000,200,3,,2,1,1,,,,,2,1,,1,,1,,2,2700,1,9,,1,8,,,2,4,3,9,9,,910071,2016,1798,9,1,1,16
1,,,1,1,1,,,,1,,,,1,,,,2,,1,,3,,5,,,1,1,1,1,1,1,1,,,,5,,3,,4,,3,,2,,3,2,,1,4,2,2,1,1,,,,,,,,,,,,1,,,2,64.6,3,3000,200,3,,3,1,1,1,,,,5,1,,1,,1,,1,,2,7,,2,7,,,3,7,1,9,9,,910072,2016,1798,9,1,1,16
1,,,1,,,,,,1,,,,,,,,2,,2,2,2,,4,,,,,1,1,,1,,,,,3,,4,,2,,3,,2,,4,2,,1,1,3,2,1,1,,1,,,,,,,,,,,,,1,30,,3000,200,3,,3,1,,1,,,,5,1,,1,,1,,1,,2,3,,1,9,,,2,13,4,9,9,19,910074,2012,1997,9,1,1,16
